id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted,name
7977,Legal,region_2,Bachelor's,m,sourcing,1,30,,1,0,0,63,0,employee_7977
66052,Operations,region_7,Bachelor's,f,other,2,43,4,5,1,0,62,0,employee_66052
34124,Technology,region_13,Bachelor's,m,other,1,49,3,16,0,0,78,0,employee_34124
77800,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,35,3,10,0,0,49,0,employee_77800
66596,Sales & Marketing,region_25,,m,other,1,26,,1,0,0,51,0,employee_66596
62981,Sales & Marketing,region_30,Bachelor's,m,other,1,33,3,8,0,0,48,0,employee_62981
77405,Operations,region_7,Master's & above,m,sourcing,1,35,5,9,1,0,65,0,employee_77405
22628,Technology,region_16,Master's & above,f,other,1,39,3,10,0,0,81,0,employee_22628
72780,Technology,region_7,Master's & above,m,other,1,34,4,3,1,0,81,0,employee_72780
24725,Analytics,region_15,Bachelor's,m,sourcing,1,36,5,5,0,0,79,0,employee_24725
71493,Technology,region_2,Bachelor's,m,sourcing,2,44,5,7,1,0,78,0,employee_71493
47127,Analytics,region_34,Bachelor's,m,other,1,29,3,3,0,0,87,0,employee_47127
22514,Sales & Marketing,region_13,Master's & above,m,sourcing,1,47,5,11,1,0,50,0,employee_22514
33769,Technology,region_4,Bachelor's,m,other,1,30,5,3,1,0,77,1,employee_33769
8865,Sales & Marketing,region_4,Bachelor's,m,other,1,40,3,4,0,0,52,0,employee_8865
47490,Operations,region_7,Master's & above,f,sourcing,1,47,3,20,0,0,63,0,employee_47490
28656,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,27,4,4,0,0,48,0,employee_28656
42189,Operations,region_7,Bachelor's,f,other,1,46,3,8,0,0,57,0,employee_42189
27247,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,55,5,5,1,0,53,0,employee_27247
59148,Sales & Marketing,region_17,Bachelor's,m,other,1,40,1,10,0,0,48,0,employee_59148
49815,Sales & Marketing,region_7,,m,other,1,40,3,4,0,0,52,0,employee_49815
14961,Technology,region_13,Bachelor's,m,sourcing,1,28,3,5,0,0,77,0,employee_14961
64194,Procurement,region_2,Bachelor's,f,other,1,40,5,11,1,0,73,0,employee_64194
8828,Analytics,region_7,Bachelor's,m,other,2,32,3,7,1,0,85,0,employee_8828
75820,Sales & Marketing,region_10,Master's & above,m,other,1,53,3,14,1,0,51,0,employee_75820
64730,Sales & Marketing,region_29,Bachelor's,m,other,1,33,1,4,0,0,50,0,employee_64730
18409,Analytics,region_28,Bachelor's,m,sourcing,3,28,,1,1,0,78,0,employee_18409
60659,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,45,4,12,0,0,47,0,employee_60659
18637,Operations,region_13,Bachelor's,f,other,2,30,3,5,1,0,53,0,employee_18637
29215,Sales & Marketing,region_13,Bachelor's,m,other,1,32,5,8,1,0,51,0,employee_29215
20766,Analytics,region_7,Bachelor's,m,sourcing,2,32,3,6,0,0,84,0,employee_20766
26801,Technology,region_14,Bachelor's,f,other,1,41,3,5,0,0,75,0,employee_26801
35433,Procurement,region_2,Bachelor's,f,other,1,46,4,16,1,0,74,0,employee_35433
36420,Procurement,region_22,Bachelor's,m,sourcing,1,28,,1,1,0,72,0,employee_36420
15756,Analytics,region_2,Bachelor's,m,sourcing,1,39,4,9,0,0,81,0,employee_15756
45663,Operations,region_4,Master's & above,m,other,1,37,3,4,1,0,56,0,employee_45663
28674,Procurement,region_15,Master's & above,m,other,1,37,3,7,0,0,70,0,employee_28674
58227,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,36,4,4,1,0,54,0,employee_58227
31260,Technology,region_13,Master's & above,m,other,1,53,4,17,0,0,81,0,employee_31260
72069,Technology,region_26,Bachelor's,m,sourcing,1,30,1,3,0,0,77,0,employee_72069
27470,Legal,region_34,Bachelor's,m,other,1,27,3,3,0,0,63,0,employee_27470
6751,Sales & Marketing,region_28,Master's & above,m,other,1,36,3,2,1,0,45,1,employee_6751
9055,Operations,region_2,Bachelor's,f,other,1,47,3,17,0,0,55,0,employee_9055
63769,Operations,region_23,Master's & above,f,other,1,41,5,13,1,0,62,0,employee_63769
64022,Operations,region_22,Below Secondary,m,other,1,25,3,3,0,0,55,0,employee_64022
25561,Technology,region_14,Master's & above,f,sourcing,1,34,3,8,0,0,78,0,employee_25561
5153,Analytics,region_29,Bachelor's,m,sourcing,1,33,1,2,0,0,87,0,employee_5153
72086,Analytics,region_31,Bachelor's,m,other,4,37,3,12,1,0,83,0,employee_72086
54208,Sales & Marketing,region_15,,m,other,1,36,4,4,0,0,51,0,employee_54208
47102,Operations,region_29,Bachelor's,m,other,1,40,4,5,1,0,54,0,employee_47102
38355,Operations,region_7,Bachelor's,m,other,1,46,4,5,0,0,62,0,employee_38355
73959,HR,region_2,Below Secondary,f,sourcing,1,20,,1,0,0,47,0,employee_73959
66032,Analytics,region_2,Bachelor's,m,other,2,37,3,3,0,0,82,0,employee_66032
63455,Finance,region_15,Master's & above,m,other,1,35,3,4,0,0,63,0,employee_63455
36293,Technology,region_26,Master's & above,m,sourcing,1,39,5,5,0,0,77,0,employee_36293
44592,R&D,region_2,Bachelor's,m,sourcing,1,35,3,7,0,0,86,0,employee_44592
77608,Operations,region_1,Bachelor's,f,sourcing,1,36,5,8,1,0,53,0,employee_77608
46849,Sales & Marketing,region_3,Bachelor's,m,other,1,32,5,5,1,0,47,1,employee_46849
59614,Sales & Marketing,region_25,Bachelor's,m,other,1,27,,1,1,0,53,0,employee_59614
34529,Technology,region_13,Bachelor's,m,other,1,26,4,2,1,0,78,0,employee_34529
6428,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,32,1,5,0,0,50,0,employee_6428
51366,Analytics,region_30,Bachelor's,m,other,1,26,5,2,0,0,82,0,employee_51366
61405,Technology,region_2,Master's & above,m,other,1,41,5,7,0,0,75,0,employee_61405
12122,HR,region_32,Bachelor's,f,sourcing,1,29,3,5,0,0,50,0,employee_12122
16458,Operations,region_4,Bachelor's,f,sourcing,1,39,5,9,1,0,61,1,employee_16458
986,Technology,region_26,Bachelor's,f,sourcing,1,26,,1,0,0,79,0,employee_986
60410,Technology,region_15,Bachelor's,f,other,1,31,3,5,0,0,82,0,employee_60410
63152,Operations,region_27,Bachelor's,f,other,2,29,5,5,1,0,58,0,employee_63152
75043,Operations,region_34,Bachelor's,m,other,1,31,3,6,0,0,58,0,employee_75043
30185,Sales & Marketing,region_30,Master's & above,m,other,3,44,1,7,0,0,40,0,employee_30185
45724,Technology,region_2,Master's & above,f,sourcing,1,39,3,9,0,0,78,0,employee_45724
37445,Sales & Marketing,region_31,Master's & above,m,sourcing,1,51,3,12,0,0,47,0,employee_37445
54561,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,34,5,10,0,0,51,0,employee_54561
62703,Procurement,region_2,Bachelor's,m,other,6,28,3,3,0,0,71,0,employee_62703
42648,Analytics,region_29,Bachelor's,m,sourcing,1,30,3,2,0,0,81,0,employee_42648
710,Analytics,region_22,Bachelor's,m,other,1,28,,1,1,0,86,1,employee_710
27439,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,3,2,0,0,52,0,employee_27439
44281,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,35,4,5,0,0,46,0,employee_44281
74186,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,42,2,7,0,0,45,0,employee_74186
1060,Operations,region_2,Bachelor's,m,sourcing,1,57,3,14,0,0,61,0,employee_1060
67881,Operations,region_22,Bachelor's,m,sourcing,1,27,1,4,0,0,59,0,employee_67881
26623,Procurement,region_2,Bachelor's,f,sourcing,3,39,3,10,0,0,73,0,employee_26623
28831,Technology,region_31,Bachelor's,f,sourcing,1,36,3,7,0,0,79,0,employee_28831
63028,Sales & Marketing,region_7,Master's & above,m,sourcing,1,42,3,2,0,0,49,0,employee_63028
56269,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,39,3,5,0,0,51,0,employee_56269
50281,Finance,region_2,Bachelor's,f,sourcing,1,52,5,8,0,0,59,0,employee_50281
26129,Sales & Marketing,region_22,Bachelor's,m,referred,1,29,3,2,1,0,55,1,employee_26129
56744,Procurement,region_2,Bachelor's,m,sourcing,2,31,4,7,1,0,67,0,employee_56744
20115,Operations,region_2,Bachelor's,f,other,1,52,4,4,0,0,60,0,employee_20115
66872,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,39,4,7,1,0,50,0,employee_66872
10420,Operations,region_22,Bachelor's,f,other,1,31,3,2,0,0,58,0,employee_10420
9376,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,36,3,13,0,0,52,0,employee_9376
9644,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,30,3,5,0,0,46,0,employee_9644
6104,Operations,region_22,Bachelor's,m,sourcing,1,27,5,4,0,0,68,1,employee_6104
12,Technology,region_31,Bachelor's,m,other,1,24,3,2,1,0,77,0,employee_12
34428,Technology,region_7,Master's & above,f,other,1,41,4,8,1,1,93,1,employee_34428
15349,Procurement,region_2,Bachelor's,f,other,1,50,3,4,0,0,69,0,employee_15349
64999,Sales & Marketing,region_2,Bachelor's,m,other,3,45,3,16,0,0,51,0,employee_64999
77686,Sales & Marketing,region_15,Bachelor's,m,other,1,45,5,7,0,0,49,0,employee_77686
54502,Operations,region_23,Bachelor's,m,other,1,32,4,7,0,0,54,0,employee_54502
44396,Procurement,region_2,Master's & above,m,sourcing,2,46,3,13,1,0,75,0,employee_44396
18868,Sales & Marketing,region_13,Bachelor's,m,referred,1,30,5,2,1,0,51,0,employee_18868
78191,Technology,region_24,Bachelor's,m,other,1,31,1,4,0,0,80,0,employee_78191
50780,Operations,region_2,Bachelor's,f,referred,3,31,5,7,1,0,60,0,employee_50780
1595,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,28,,1,1,0,49,0,employee_1595
77787,Sales & Marketing,region_11,Master's & above,m,other,1,40,4,10,0,0,51,0,employee_77787
39039,Procurement,region_16,Bachelor's,m,other,1,31,2,5,0,0,69,0,employee_39039
73101,HR,region_31,Bachelor's,m,other,1,32,3,4,1,0,54,0,employee_73101
5106,Procurement,region_7,Bachelor's,m,sourcing,1,33,5,6,1,0,72,0,employee_5106
53700,Sales & Marketing,region_25,Master's & above,f,sourcing,1,35,1,7,0,0,50,0,employee_53700
9840,HR,region_25,Bachelor's,m,other,1,28,4,2,1,1,49,0,employee_9840
21391,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,32,4,5,0,0,47,0,employee_21391
64374,Analytics,region_14,Bachelor's,m,other,1,27,4,3,1,0,89,0,employee_64374
32966,Technology,region_27,Bachelor's,m,other,1,29,1,6,0,0,82,0,employee_32966
43343,Analytics,region_29,Bachelor's,m,other,2,30,3,7,1,0,88,0,employee_43343
17808,Analytics,region_22,Bachelor's,m,sourcing,3,26,3,5,0,0,85,0,employee_17808
23436,Technology,region_2,,f,other,1,45,3,3,1,0,81,0,employee_23436
6511,Analytics,region_7,Bachelor's,m,sourcing,2,29,5,2,0,0,86,1,employee_6511
44418,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,38,2,10,0,0,50,0,employee_44418
11715,Analytics,region_31,Bachelor's,m,other,2,28,2,2,0,0,83,0,employee_11715
31188,Sales & Marketing,region_2,Master's & above,f,other,1,31,3,3,1,0,56,0,employee_31188
35961,Procurement,region_13,Master's & above,f,sourcing,1,34,4,4,0,0,68,0,employee_35961
11966,Analytics,region_17,Bachelor's,m,other,3,29,3,4,1,0,81,0,employee_11966
76369,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,42,3,15,1,0,45,0,employee_76369
2292,Analytics,region_7,Bachelor's,f,sourcing,1,34,1,3,0,0,83,0,employee_2292
25750,Operations,region_29,Bachelor's,m,sourcing,1,28,5,2,1,0,59,0,employee_25750
16981,Procurement,region_27,Master's & above,m,sourcing,1,38,4,10,0,0,68,0,employee_16981
32181,Technology,region_19,Bachelor's,m,sourcing,1,27,,1,1,0,77,0,employee_32181
25096,Sales & Marketing,region_7,Bachelor's,f,other,1,30,1,2,0,0,52,0,employee_25096
57071,Analytics,region_22,Bachelor's,m,sourcing,1,34,3,3,1,0,83,0,employee_57071
4523,Operations,region_8,Master's & above,m,sourcing,1,38,3,5,0,0,61,0,employee_4523
69759,Analytics,region_29,Bachelor's,m,sourcing,1,25,,1,0,0,88,0,employee_69759
52817,Operations,region_14,Master's & above,m,sourcing,1,36,4,8,1,0,56,0,employee_52817
46037,Technology,region_4,Bachelor's,f,sourcing,1,31,3,3,0,0,79,0,employee_46037
25150,Operations,region_15,Bachelor's,m,other,1,44,4,11,0,0,57,0,employee_25150
7120,Operations,region_7,Bachelor's,m,other,1,34,4,4,0,0,61,0,employee_7120
28304,Technology,region_15,Master's & above,m,other,1,41,1,3,0,0,77,0,employee_28304
12795,Procurement,region_2,Master's & above,f,sourcing,1,56,3,19,1,0,74,0,employee_12795
15389,Technology,region_2,Bachelor's,f,sourcing,1,32,3,4,0,0,82,0,employee_15389
52909,Operations,region_6,Bachelor's,f,other,1,39,3,10,1,0,59,0,employee_52909
34766,Procurement,region_22,Bachelor's,f,sourcing,1,27,3,3,0,0,68,0,employee_34766
29986,HR,region_2,Bachelor's,m,sourcing,1,39,4,4,0,0,44,0,employee_29986
24714,Sales & Marketing,region_30,Bachelor's,m,other,1,25,5,2,0,0,48,0,employee_24714
77668,Operations,region_22,Bachelor's,m,sourcing,1,36,1,9,0,0,60,0,employee_77668
25470,Operations,region_7,Bachelor's,f,other,1,31,5,4,1,0,59,0,employee_25470
23120,Sales & Marketing,region_4,Master's & above,m,sourcing,1,34,3,6,0,0,48,0,employee_23120
58569,Procurement,region_2,Below Secondary,m,sourcing,2,20,3,2,0,0,74,0,employee_58569
15898,Operations,region_15,Bachelor's,m,sourcing,1,57,5,6,0,0,57,0,employee_15898
37241,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,41,4,3,1,0,50,0,employee_37241
37922,Sales & Marketing,region_2,Master's & above,m,other,1,59,4,16,0,0,50,0,employee_37922
22783,Sales & Marketing,region_7,Bachelor's,m,other,2,26,1,3,0,0,50,0,employee_22783
53943,Sales & Marketing,region_28,Bachelor's,m,other,2,44,2,16,0,0,55,0,employee_53943
12849,Sales & Marketing,region_2,Bachelor's,m,other,2,35,1,9,0,0,50,0,employee_12849
76749,Procurement,region_11,Bachelor's,f,other,1,30,4,2,0,0,74,0,employee_76749
24956,Sales & Marketing,region_13,Bachelor's,m,sourcing,2,32,3,6,0,0,48,0,employee_24956
17094,R&D,region_4,Master's & above,m,other,2,38,4,4,1,0,80,0,employee_17094
6704,Sales & Marketing,region_15,Bachelor's,m,other,1,40,3,12,1,0,47,1,employee_6704
34264,Sales & Marketing,region_22,Master's & above,f,other,1,30,3,5,0,0,54,0,employee_34264
47470,Operations,region_22,Master's & above,m,sourcing,1,31,5,6,1,0,61,0,employee_47470
63258,Technology,region_2,Bachelor's,m,sourcing,1,50,3,11,0,0,78,0,employee_63258
28016,Technology,region_30,Bachelor's,f,sourcing,1,27,1,3,0,0,84,0,employee_28016
45395,Operations,region_26,Bachelor's,f,other,1,36,4,9,0,0,56,0,employee_45395
51879,Technology,region_29,Bachelor's,m,other,1,34,1,3,0,0,79,0,employee_51879
72939,Operations,region_2,Bachelor's,f,other,1,33,4,6,0,0,60,0,employee_72939
48407,Operations,region_2,Bachelor's,m,sourcing,1,39,3,3,0,0,63,0,employee_48407
15375,Technology,region_2,Bachelor's,f,other,2,25,3,4,0,0,79,0,employee_15375
44081,Procurement,region_13,Bachelor's,f,other,1,30,3,4,1,0,67,0,employee_44081
76043,Procurement,region_7,Master's & above,m,other,1,32,1,6,0,0,69,0,employee_76043
18119,Sales & Marketing,region_15,Bachelor's,m,other,1,42,3,12,0,0,50,0,employee_18119
16900,HR,region_7,Master's & above,f,other,1,32,3,4,1,0,49,0,employee_16900
38230,Finance,region_7,Bachelor's,m,other,1,29,2,4,0,0,58,0,employee_38230
33936,Sales & Marketing,region_29,Bachelor's,m,other,1,32,1,7,0,0,54,0,employee_33936
45889,Technology,region_1,Master's & above,m,sourcing,1,37,3,6,0,0,81,0,employee_45889
23213,Technology,region_22,Master's & above,m,other,1,40,1,8,0,0,84,0,employee_23213
68096,Legal,region_22,Bachelor's,m,other,1,33,5,5,1,0,59,0,employee_68096
27543,Operations,region_4,Master's & above,m,sourcing,1,44,3,15,1,0,61,1,employee_27543
62221,Operations,region_13,Master's & above,f,other,1,49,4,18,0,0,60,0,employee_62221
24894,Sales & Marketing,region_2,Master's & above,f,other,1,50,3,4,0,0,51,0,employee_24894
14018,Operations,region_13,Bachelor's,f,other,1,29,4,3,1,0,59,0,employee_14018
72574,HR,region_31,Master's & above,f,sourcing,1,38,4,8,0,0,51,0,employee_72574
76325,Sales & Marketing,region_27,,m,other,1,26,3,3,0,0,54,0,employee_76325
70523,Operations,region_27,Bachelor's,m,sourcing,2,31,5,9,1,0,59,0,employee_70523
62595,Technology,region_2,Bachelor's,f,other,1,30,1,7,0,0,80,0,employee_62595
62469,Technology,region_22,Master's & above,m,referred,2,36,4,3,0,0,76,0,employee_62469
33310,Analytics,region_22,Bachelor's,m,other,2,25,4,2,0,0,87,0,employee_33310
56013,Operations,region_4,Bachelor's,m,sourcing,1,28,3,6,0,0,61,0,employee_56013
69540,Technology,region_5,Bachelor's,f,sourcing,1,24,,1,0,0,81,1,employee_69540
28657,Procurement,region_7,Master's & above,m,other,1,44,1,10,0,0,67,0,employee_28657
36952,Technology,region_7,Master's & above,m,sourcing,1,34,3,6,0,0,79,0,employee_36952
33438,R&D,region_30,Bachelor's,f,other,1,30,5,4,1,0,86,0,employee_33438
35797,Legal,region_2,Master's & above,m,other,1,44,4,2,0,0,58,0,employee_35797
22648,Operations,region_2,Master's & above,f,sourcing,1,41,5,6,1,0,60,0,employee_22648
62158,Procurement,region_2,Master's & above,m,other,1,58,3,31,0,0,72,0,employee_62158
13211,Procurement,region_2,Bachelor's,m,other,2,54,3,16,0,0,73,0,employee_13211
49064,Operations,region_7,Master's & above,f,sourcing,1,34,4,9,0,0,59,0,employee_49064
18447,Sales & Marketing,region_22,Bachelor's,f,other,1,25,5,3,1,0,54,0,employee_18447
68518,Analytics,region_22,Bachelor's,m,other,4,27,5,3,0,0,86,0,employee_68518
62538,Procurement,region_22,Master's & above,f,other,1,33,4,8,1,0,71,0,employee_62538
45895,HR,region_26,Bachelor's,m,other,1,28,1,2,0,0,51,0,employee_45895
58668,Procurement,region_15,Bachelor's,m,sourcing,1,33,3,6,1,0,69,0,employee_58668
60995,Operations,region_16,Master's & above,f,other,1,35,4,7,1,0,65,0,employee_60995
62098,Legal,region_2,Bachelor's,m,sourcing,1,30,,1,0,0,63,0,employee_62098
46101,Operations,region_20,Bachelor's,m,sourcing,1,27,3,4,0,0,54,0,employee_46101
27372,Finance,region_22,Bachelor's,m,sourcing,1,25,4,4,0,0,63,0,employee_27372
34361,Legal,region_27,Bachelor's,m,other,1,28,1,3,1,0,60,0,employee_34361
65616,Procurement,region_17,Master's & above,m,sourcing,1,60,3,21,0,0,65,0,employee_65616
57560,Procurement,region_10,Master's & above,m,sourcing,1,32,3,7,0,0,72,0,employee_57560
40308,Operations,region_2,Bachelor's,f,sourcing,1,42,3,12,0,0,61,0,employee_40308
13560,R&D,region_29,Bachelor's,m,sourcing,1,29,3,3,1,0,79,0,employee_13560
73271,Technology,region_11,Bachelor's,m,other,2,35,3,10,0,0,83,0,employee_73271
44802,Technology,region_2,Bachelor's,m,sourcing,1,57,2,29,0,0,78,0,employee_44802
24803,Procurement,region_4,Master's & above,m,sourcing,1,38,2,4,1,0,71,0,employee_24803
10727,Procurement,region_22,Master's & above,f,other,1,35,2,3,0,0,70,0,employee_10727
76938,Technology,region_28,Bachelor's,m,other,1,28,5,4,0,1,91,1,employee_76938
7324,Analytics,region_1,Bachelor's,m,sourcing,2,27,5,4,1,1,78,0,employee_7324
55461,Operations,region_15,Bachelor's,m,other,1,24,,1,0,0,59,0,employee_55461
22781,Technology,region_6,Bachelor's,m,sourcing,1,28,,1,1,0,76,0,employee_22781
48965,Analytics,region_4,Bachelor's,m,sourcing,1,31,5,7,1,0,84,0,employee_48965
8422,Operations,region_22,Bachelor's,m,other,1,27,4,4,1,0,62,0,employee_8422
28847,Operations,region_22,Bachelor's,f,sourcing,3,36,2,4,0,0,78,1,employee_28847
37770,Sales & Marketing,region_31,,m,sourcing,1,24,,1,0,0,53,0,employee_37770
6629,Technology,region_2,Bachelor's,m,sourcing,1,31,3,5,0,0,83,0,employee_6629
21565,Sales & Marketing,region_26,Bachelor's,m,other,2,28,5,6,0,0,50,0,employee_21565
24109,Technology,region_2,Bachelor's,m,other,1,26,3,4,0,0,80,0,employee_24109
72720,Sales & Marketing,region_15,,m,other,1,39,2,4,0,0,48,0,employee_72720
46035,Procurement,region_32,Bachelor's,m,other,1,34,3,11,0,0,75,0,employee_46035
65591,Technology,region_24,Bachelor's,m,sourcing,1,34,3,8,0,0,78,0,employee_65591
42661,Procurement,region_13,Bachelor's,f,sourcing,1,40,4,12,1,0,68,0,employee_42661
69503,Technology,region_7,Master's & above,f,sourcing,2,33,4,7,0,0,82,0,employee_69503
73853,R&D,region_4,Master's & above,m,other,1,42,4,8,1,0,85,1,employee_73853
28442,Technology,region_4,Bachelor's,m,sourcing,2,30,4,2,0,0,83,0,employee_28442
5443,Operations,region_2,Bachelor's,m,other,2,28,5,7,0,0,63,0,employee_5443
35365,Sales & Marketing,region_14,Bachelor's,m,other,1,26,,1,0,0,47,0,employee_35365
28878,Sales & Marketing,region_33,Bachelor's,m,other,1,34,1,8,0,0,47,0,employee_28878
58930,Operations,region_22,Bachelor's,m,other,1,46,2,6,0,0,65,0,employee_58930
31411,Operations,region_2,Bachelor's,m,other,1,36,5,8,0,0,58,0,employee_31411
44822,Operations,region_27,Bachelor's,f,other,1,23,2,2,0,0,58,0,employee_44822
75077,Technology,region_2,Bachelor's,f,sourcing,2,57,3,2,0,0,82,0,employee_75077
55424,Procurement,region_15,Master's & above,m,referred,1,36,4,3,1,0,68,0,employee_55424
17042,Sales & Marketing,region_2,Bachelor's,f,other,2,26,4,3,0,0,50,0,employee_17042
57220,Sales & Marketing,region_14,,m,sourcing,1,25,,1,0,0,51,0,employee_57220
64872,Procurement,region_21,Bachelor's,m,other,1,31,1,7,0,0,69,0,employee_64872
10225,Operations,region_13,Bachelor's,m,other,1,31,3,7,1,0,61,0,employee_10225
22140,Technology,region_26,Bachelor's,f,other,1,32,4,7,0,0,77,0,employee_22140
45557,Sales & Marketing,region_15,Bachelor's,m,other,1,33,4,8,1,0,52,0,employee_45557
39700,Sales & Marketing,region_13,Bachelor's,m,other,1,33,3,5,1,0,50,0,employee_39700
47586,Analytics,region_19,Bachelor's,m,other,1,35,3,7,0,0,84,0,employee_47586
404,Operations,region_15,Bachelor's,m,referred,1,36,4,7,1,0,58,0,employee_404
13038,Legal,region_7,Master's & above,m,sourcing,1,54,3,7,0,1,54,0,employee_13038
47354,Sales & Marketing,region_2,Master's & above,m,other,2,35,5,9,1,0,49,0,employee_47354
54617,Procurement,region_2,Master's & above,f,other,1,44,3,15,0,0,69,0,employee_54617
12230,Sales & Marketing,region_11,Bachelor's,m,other,1,31,3,8,0,0,50,0,employee_12230
76197,Sales & Marketing,region_24,Master's & above,m,other,1,33,,1,0,0,48,0,employee_76197
19612,HR,region_28,Bachelor's,m,other,1,33,3,4,0,0,51,0,employee_19612
62979,Procurement,region_19,Bachelor's,f,sourcing,1,31,4,3,1,0,68,0,employee_62979
180,Analytics,region_29,Bachelor's,m,sourcing,1,27,4,3,1,0,86,0,employee_180
28422,Analytics,region_16,Bachelor's,m,other,2,30,5,4,1,0,88,0,employee_28422
57808,Analytics,region_22,Master's & above,m,other,1,41,3,12,0,0,88,0,employee_57808
75110,Finance,region_26,Bachelor's,m,other,1,33,5,4,1,0,62,0,employee_75110
35207,Operations,region_27,Bachelor's,m,other,1,28,5,2,1,0,62,0,employee_35207
41292,Technology,region_13,Master's & above,m,sourcing,2,35,1,7,0,0,81,0,employee_41292
14613,Operations,region_2,,f,sourcing,1,43,3,4,0,0,64,0,employee_14613
14584,Operations,region_4,Master's & above,m,sourcing,1,34,3,7,0,0,59,0,employee_14584
3581,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,31,4,9,0,0,52,0,employee_3581
8424,Operations,region_15,Master's & above,m,sourcing,2,44,5,11,1,0,92,1,employee_8424
45253,Analytics,region_22,Bachelor's,f,sourcing,1,29,4,4,1,0,92,1,employee_45253
24293,Operations,region_7,Bachelor's,m,sourcing,1,31,3,8,1,0,57,0,employee_24293
45094,Procurement,region_5,Bachelor's,m,sourcing,1,35,3,8,0,0,68,0,employee_45094
69466,Procurement,region_15,Bachelor's,m,sourcing,1,28,,1,0,0,71,0,employee_69466
5639,Procurement,region_13,Master's & above,f,other,1,30,1,2,0,0,66,0,employee_5639
36805,Analytics,region_29,,m,sourcing,1,30,,1,1,0,85,0,employee_36805
55333,R&D,region_22,Master's & above,m,other,2,28,,1,0,0,87,0,employee_55333
34543,Operations,region_19,Bachelor's,m,other,1,27,4,2,0,0,60,0,employee_34543
17536,Operations,region_7,Bachelor's,f,other,1,45,5,14,0,0,60,0,employee_17536
36340,Procurement,region_2,Master's & above,f,other,1,47,5,7,1,0,71,0,employee_36340
24177,Procurement,region_34,Master's & above,m,other,1,37,3,10,0,0,75,0,employee_24177
35480,Sales & Marketing,region_2,,m,other,1,25,3,2,0,0,46,0,employee_35480
48067,Sales & Marketing,region_23,Bachelor's,f,sourcing,1,28,5,4,0,0,53,0,employee_48067
38827,Sales & Marketing,region_31,Bachelor's,m,other,2,38,1,2,0,0,48,0,employee_38827
37594,Procurement,region_2,Master's & above,m,other,2,46,3,16,0,0,66,0,employee_37594
63292,Procurement,region_22,Bachelor's,m,sourcing,1,26,,1,0,0,80,1,employee_63292
45571,HR,region_26,Bachelor's,m,other,1,28,5,7,1,0,51,0,employee_45571
33535,Sales & Marketing,region_7,,m,sourcing,1,27,3,4,1,0,48,0,employee_33535
52397,Operations,region_22,Below Secondary,m,sourcing,1,22,,1,0,0,58,0,employee_52397
25070,Procurement,region_4,Master's & above,f,sourcing,2,37,1,7,1,0,65,0,employee_25070
70914,R&D,region_7,Bachelor's,m,other,1,32,3,7,0,0,85,0,employee_70914
44344,Sales & Marketing,region_13,Master's & above,f,sourcing,1,40,3,5,1,0,50,1,employee_44344
35745,Technology,region_16,Master's & above,f,sourcing,1,39,1,4,1,0,79,0,employee_35745
6759,Technology,region_27,Bachelor's,m,referred,1,27,4,4,0,0,78,0,employee_6759
63434,Sales & Marketing,region_22,,f,other,2,23,,1,0,0,43,0,employee_63434
35019,Operations,region_2,Bachelor's,f,other,1,25,4,2,1,0,58,0,employee_35019
76987,Procurement,region_7,Bachelor's,m,sourcing,1,36,2,3,0,0,68,0,employee_76987
19329,Technology,region_26,Bachelor's,f,other,1,29,3,5,0,0,79,0,employee_19329
21963,Procurement,region_22,Master's & above,m,other,1,44,4,10,0,0,70,0,employee_21963
21714,Sales & Marketing,region_19,,m,sourcing,1,41,4,8,0,0,46,0,employee_21714
76470,Technology,region_17,Bachelor's,f,other,1,32,5,4,1,0,95,1,employee_76470
51688,Operations,region_15,Master's & above,f,other,1,37,5,7,1,1,65,0,employee_51688
32715,Sales & Marketing,region_4,Bachelor's,m,other,2,27,3,2,0,0,50,0,employee_32715
63965,Sales & Marketing,region_2,,f,other,1,30,1,4,0,0,50,0,employee_63965
67757,Operations,region_29,Bachelor's,m,sourcing,1,29,3,2,0,0,59,0,employee_67757
35070,Finance,region_22,Below Secondary,m,sourcing,1,24,,1,0,0,61,0,employee_35070
